ID	Gene Symbol
36157_at	PDGFRA
36158_at	DCTN1 /// SLC4A5
36159_s_at	PRNP
36160_s_at	PTPRN2
36161_at	AP2B1
36162_at	BSG
36163_at	DLD
36164_at	PDHX
36165_at	COX6C
36166_at	DNAJC8
36167_at	ATP6V0B
36168_at	FGFR1
36169_at	NDUFA1
36170_at	ETHE1
36171_at	SUB1
36172_s_at	AP3D1
36173_r_at	AP3D1
36174_at	MARCKSL1
36175_s_at	HIVEP2
36176_at	TBCC
36177_at	TSN
36178_at	SHMT2
36179_at	MAPKAPK2
36180_s_at	MAPKAPK2
36181_at	LASP1
36182_at	APC
36183_at	FASTK
36184_at	PLOD1
36185_at	AARS
36186_at	RNPS1
36187_at	RNH1
36188_at	GTF3A
36189_at	ILF2
36190_at	CDR2 /// LOC101060399
36191_at	TFAM
36192_at	SCRN1
36193_at	ARFIP2
36194_at	LRPAP1
36195_at	IDH3A
36196_at	PFKM
36197_at	CHI3L1
36198_at	TOMM20
36199_at	DAP
362_at	PRKCZ
36200_at	EHMT2
36201_at	GLO1
36202_at	PKIA
36203_at	ODC1
36204_at	PTPRF
36205_at	NDUFA9
36206_at	SLC16A1
36207_at	SEC14L1
36208_at	BRD2
36209_at	BRD2
36210_g_at	BRD2
36211_at	BCL2L2
36212_at	RNASEH2B
36213_at	MFHAS1
36214_at	KLF4
36215_at	PRKACB
36216_at	SNX4
36217_at	STK38
36218_g_at	STK38
36219_at	ERLIN1
36220_at	DDAH1
36221_at	ACYP2 /// LOC101927144
36222_at	LY6G6C
36223_at	SFPQ
36224_g_at	SFPQ
36225_s_at	
36226_r_at	
36227_at	IL7R
36228_at	GLYAT
36229_at	IL17RA
36230_at	
36231_at	PIK3IP1
36232_at	FGF13
36233_at	PAPSS2
36234_at	EIF4A1 /// SNORA48 /// SNORA67 /// SNORD10
36235_at	CSNK2A1
36236_at	CBX5
36237_at	SLC22A6
36238_at	FOXO4
36239_at	LOC101928620 /// POU2AF1
36240_at	RAPGEF1
36241_r_at	G6PC
36242_at	SPRR2C
36243_at	TLR1
36244_at	ZNF239
36245_at	HTR2B
36246_at	ADCY8
36247_f_at	ADH1C
36248_at	TMEM8B
36249_at	ASPHD1
36250_at	ASPHD1
36251_at	SYT2
36252_at	CTF1
36253_at	BGLAP /// PMF1 /// PMF1-BGLAP
36254_at	TAC1
36255_at	ADORA3
36256_at	LSAMP
36257_at	
36258_at	PRKG1
36259_at	SND1-IT1
36260_at	CTC-428G20.3
36261_at	SYT17
36262_at	GNS
36263_g_at	GNS
36264_at	MATK
36265_at	TBC1D30
36266_at	RAPGEF3
36267_at	NFKBIL1
36268_at	LPAR4
36269_at	ADAMTS3
36270_at	CD86
36271_at	KIAA1024
36272_r_at	PMP2
36273_at	CDK5R1
36274_at	SLC7A1
36275_at	SEMA6A
36276_at	CNTN2
36277_at	CD3E
36278_at	MAP3K10
36279_at	KIAA0556
36280_at	GZMK
36281_at	NHLH1
36282_at	RRN3P1
36283_at	DDX6
36284_at	LY6D
36285_at	KCNJ4
36286_at	RBFADN
36287_at	PIK3CG
36288_at	KRT81
36289_f_at	FUT6
36290_s_at	FUT3 /// FUT5 /// FUT6
36291_at	C18orf25
36292_at	P2RY2
36293_at	CXCR6
36294_at	STK4
36295_at	ZNF134
36296_at	LTA
36297_at	ATF1
36298_at	PRPH
36299_at	CALCA
363_at	PRKCG
36300_at	CALCA
36301_at	INSL3
36302_f_at	MAGEA4
36303_f_at	ZNF85
36304_at	C8B
36305_at	SLC6A3
36306_at	KCNQ3
36307_at	ARC
36308_at	ZIC1
36309_at	MSTN
36310_at	KRT31
36311_at	PDE1A
36312_at	SERPINB8
36313_at	EVI2A
36314_at	FLT3LG
36315_i_at	EXOC6B
36316_r_at	EXOC6B
36317_at	CORO2A
36318_at	SLC6A15
36319_at	FOXF2
36320_at	TBC1D12
36321_at	TTTY15
36322_at	FUT7
36323_at	GABRA1
36324_at	ADORA2B
36325_at	CRYBA1
36326_at	NHLH2
36327_at	KCNJ1
36328_at	SHBG
36329_at	SCGB2A2
36330_at	CCBL1
36331_at	TRAPPC10
36332_at	AANAT
36333_at	RPL7
36334_at	LY9
36335_at	BTN1A1
36336_s_at	SBNO2
36337_at	SBNO2
36338_at	LUZP1
36339_at	KCNV2
36340_at	ZKSCAN1
36341_s_at	CFHR1 /// CFHR2
36342_r_at	CFHR2
36343_at	TLL2
36344_at	F2RL1
36345_g_at	F2RL1
36346_at	RGR
36347_f_at	HIST1H2BN
36348_r_at	HIST1H2BN
36349_at	KCNJ2
36350_at	FAM105A
36351_at	KAZALD1
36352_at	HES2
36353_at	HES2
36354_at	TNN
36355_at	IVL
36356_at	GDF5
36357_at	ERI2
36358_at	RPL9
36359_at	PRKACG
36360_at	RRP15
36361_at	CDK5R2
36362_at	SLC12A3
36363_at	UGT8
36364_at	ABAT
36365_at	TRPC6
36366_at	B4GALT6
36367_at	PCDH11X /// PCDH11Y
36368_at	
36369_at	PTRF
36370_at	FOXE1
36371_at	MFAP3
36372_at	HK3
36373_at	ZXDA /// ZXDB
36374_at	
36375_at	ODF1
36376_at	SLC26A4
36377_at	IL18R1
36378_at	UPK1A
36379_at	UPK3A
36380_at	LINC00588
36381_at	
36382_at	RASSF9
36383_at	ERG
36384_at	BAAT
36385_at	YLPM1
36386_at	PDK1
36387_at	LRRC23 /// RPL13P5
36388_at	PTH2R
36389_at	CRTAM
36390_at	CMKLR1
36391_at	CCNT1
36392_at	ZNF135
36393_at	DPF1
36394_at	LY6H
36395_at	
36396_at	
36397_at	CHRNA5
36398_at	CTCF
36399_at	
364_s_at	PLCB3
36400_at	
36401_at	FRMPD1
36402_at	ZNF101
36403_s_at	ZNF101
36404_at	GLP1R
36405_s_at	GLP1R
36406_at	KLK13
36407_at	KLK13
36408_at	SLC22A14
36409_f_at	SSX2 /// SSX2B
36410_f_at	ELAVL2
36411_s_at	ELAVL2
36412_s_at	IRF7
36413_at	P2RY10
36414_s_at	CASK
36415_at	CASK
36416_g_at	CASK
36417_s_at	ACAA1
36418_at	PRICKLE3
36419_at	
36420_at	ITSN2
36421_at	
36422_s_at	CHRD
36423_at	NUPR1
36424_at	NEBL
36425_at	NEBL
36426_g_at	NEBL
36427_at	ANKRD40
36428_at	
36429_at	GPR182
36430_at	RP11-474N8.5
36431_at	WDR61
36432_at	MCCC2
36433_at	GLRA3
36434_r_at	GLRA3
36435_at	PPM1A
36436_at	LECT2
36437_s_at	RANBP9
36438_at	ADD3-AS1
36439_at	ULK2
36440_at	PTCRA
36441_at	KCNMA1
36442_g_at	KCNMA1
36443_at	DNAH9
36444_s_at	CCL23
36445_at	CCL23
36446_s_at	HDGF
36447_at	FCN1
36448_at	ABI2
36449_s_at	PYY
36450_at	PYY
36451_at	ACVR1B
36452_at	SYNPO
36453_at	KBTBD11
36454_at	CA12
36455_at	COL9A3
36456_at	ZZZ3
36457_at	GMPS
36458_at	FAN1
36459_at	ENPP4
36460_at	POLR1C
36461_at	TMED1
36462_at	SMYD5
36463_at	BAG5
36464_at	CRISP3
36465_at	IRF5
36466_at	DTNA
36467_g_at	DTNA
36468_at	DTNA
36469_at	DTNA
36470_s_at	DTNA
36471_f_at	DTNA
36472_at	NMI
36473_at	USP20
36474_at	UFL1
36475_at	GCAT
36476_at	BRD8
36477_at	TNNI3
36478_at	TTF1
36479_at	GAS8
36480_at	PHKA2
36481_at	ORC4
36482_s_at	ATP2A3
36483_at	GALNT3
36484_at	GALNT3
36485_at	CAPN15
36486_at	PCNX
36487_at	SHOX2
36488_at	MEGF9
36489_at	PRPS1
36490_s_at	PRPS1
36491_at	TMSB15A /// TMSB15B
36492_at	PSMD9
36493_at	LSP1
36494_at	TRAPPC2 /// TRAPPC2P1
36495_at	FBP1
36496_at	IMPA2
36497_at	AHNAK2
36498_at	AP1S1
36499_at	CELSR2
365_at	CYLC1
36500_at	NSDHL
36501_at	PPM1A
36502_at	CDK14
36503_at	CCL21
36504_at	FARS2
36505_at	CASQ2
36506_at	AKAP9
36507_at	ZNF282
36508_at	GPC4
36509_at	PIK3C2A
36510_at	GTF2F2
36511_at	SACM1L
36512_at	AADAC
36513_at	MFAP5
36514_at	CGRRF1
36515_at	GNE
36516_at	ZNF473
36517_at	U2AF1
36518_at	SPTLC2
36519_at	ERCC1
36520_at	RRP12
36521_at	DZIP1
36522_at	CRTC1
36523_at	ATP7A
36524_at	ARHGEF4 /// LOC101930241
36525_at	FBXL2
36526_at	EXTL2
36527_at	RBMX2
36528_at	ASL
36529_at	TRAPPC6A
36530_g_at	TRAPPC6A
36531_r_at	TRAPPC6A
36532_at	SYNJ2
36533_at	PTGIS
36534_at	DIXDC1
36535_at	MFAP1
36536_at	IQCJ-SCHIP1 /// SCHIP1
36537_at	ARHGEF18
36538_at	PPP1R13B
36539_at	GUSBP11
36540_at	RHOBTB2
36541_at	DNAJA3
36542_at	SLC9A6
36543_at	F3
36544_at	ARL3
36545_s_at	SFI1
36546_r_at	SFI1
36547_r_at	SFI1
36548_at	KIAA0895
36549_at	SLC25A17
36550_at	RIN2
36551_at	C12orf29
36552_at	C2CD3
36553_at	ASMTL
36554_at	ASMTL
36555_at	SNCG
36556_at	ARHGAP44
36557_at	CACNB1
36558_at	CACNB1
36559_g_at	CACNB1
36560_at	TMCC2
36561_at	PCCB
36562_at	CTIF
36563_at	COPG2IT1
36564_at	RNF19B
36565_at	RNF113A
36566_at	CTNS
36567_at	SLC17A7
36568_at	SLC17A7
36569_at	CLEC3B /// EXOSC7
36570_at	CALB1
36571_at	TOP2B
36572_r_at	ARL6IP1
36573_at	PIAS1
36574_at	IDH3G
36575_at	RGS1
36576_at	H2AFY
36577_at	FERMT2
36578_at	BIRC2
36579_at	UBE4A
36580_at	RMND5A
36581_at	GARS
36582_g_at	GARS
36583_at	SNX1
36584_at	ITIH2
36585_at	ARF4
36586_at	AIP
36587_at	EEF2
36588_at	SUN1
36589_at	AKR1B1
36590_at	SLC16A2
36591_at	TUBA4A
36592_at	PHB
36593_at	EXT2
36594_s_at	EXT2
36595_s_at	GATM
36596_r_at	GATM
36597_at	NOLC1
36598_s_at	INPPL1
36599_at	ME2
366_s_at	NEK2
36600_at	PSME1
36601_at	VCL
36602_at	PMPCA
36603_at	GCN1L1
36604_at	UBE2N
36605_at	TCF4
36606_at	CPE
36607_at	NAGA
36608_at	MDH1
36609_at	SLC1A3
36610_at	R3HDM1
36611_at	ACP1
36612_at	FAM168A
36613_at	IFRD2
36614_at	HSPA5
36615_at	MANF
36616_at	DAZAP2
36617_at	ID1
36618_g_at	ID1
36619_r_at	ID1
36620_at	SOD1
36621_at	AHSG
36622_at	FGG
36623_at	ALPL
36624_at	IMPDH2
36625_at	ACOT1 /// ACOT2
36626_at	HSD17B4
36627_at	SPARCL1
36628_at	RALBP1
36629_at	TSC22D3
36630_at	TSC22D3
36631_at	PRDX3
36632_at	AKAP10
36633_at	AKAP10
36634_at	BTG2
36635_at	ATP11B
36636_at	OAT
36637_at	ANXA11
36638_at	CTGF
36639_at	ADSL
36640_at	MYL2
36641_at	CAPZA2
36642_at	LOC101929842 /// PGA3 /// PGA4 /// PGA5
36643_at	DDR1 /// MIR4640
36644_at	CD151
36645_at	RELA
36646_at	PLG
36647_at	IARS2
36648_at	MED7
36649_at	EXOSC10
36650_at	CCND2
36651_at	ACP2
36652_at	UROS
36653_g_at	UROS
36654_s_at	HNRNPA2B1
36655_at	TJP2
36656_at	CD36
36657_at	APOC2 /// APOC4 /// APOC4-APOC2
36658_at	DHCR24
36659_at	COL4A2
36660_at	RAB11A
36661_s_at	CD14
36662_at	MYL7
36663_at	NPPA
36664_at	GALT
36665_at	FH
36666_at	P4HB
36667_at	PYGB
36668_at	CYB5R3
36669_at	FOSB
36670_at	EDC4
36671_at	ASNS
36672_at	PRCP
36673_at	MPI
36674_at	CCL4
36675_r_at	PFN1
36676_at	RPN2
36677_at	COPB2
36678_at	TAGLN2
36679_at	SRPR
36680_at	ACTG1P4 /// AMY1A /// AMY1B /// AMY1C /// AMY2A /// AMY2B
36681_at	APOD
36682_at	PCM1
36683_at	MGP
36684_at	AMD1
36685_at	AMD1
36686_at	ALDH1A3
36687_at	COX7B
36688_at	SCP2
36689_at	OSBPL1A
36690_at	NR3C1
36691_at	CCBL1
36692_at	MTMR9
36693_at	EYA3
36694_at	KCNS3
36695_at	OLFML1
36696_at	PIGCP1 /// RP11-348A11.5
36697_g_at	PIGCP1 /// RP11-348A11.5
36698_at	APBA1
36699_at	DSCAM
367_at	NEK3
36700_at	KLHL4
36701_at	FUT9
36702_at	TBX19
36703_at	CCL25
36704_at	AP4S1
36705_at	PRKAB2
36706_at	CDKL5
36707_s_at	CDKL5
36708_at	CPM
36709_at	ITGAX
36710_at	CAMP
36711_at	MAFF
36712_at	
36713_at	TRIM58
36714_at	NR2C2
36715_at	ADRA1A
36716_at	ADRA1A
36717_at	LIAS
36718_s_at	PDK3
36719_r_at	PDK3
36720_at	PDK3
36721_s_at	HNF4A
36722_s_at	HNF4A
36723_at	HNF4A
36724_s_at	CCR5
36725_at	SCN2A
36726_at	PAX1
36727_at	
36728_at	ADRA1D
36729_g_at	ADRA1D
36730_at	ABCC10
36731_g_at	ABCC10
36732_at	ABCC10
36733_at	HSPB6
36734_at	SPRR2D
36735_f_at	KIR3DL1 /// KIR3DL2
36736_f_at	PSPH
36737_at	CRYBA4
36738_at	LRRC6
36739_at	PDK4
36740_at	DOC2A
36741_at	GIT2
36742_at	TRIM15
36743_at	GALNT10
36744_at	SPAG1
36745_at	C1orf95
36746_s_at	CALCR
36747_at	
36748_at	SYN2
36749_at	CPA3
36750_at	RIMBP2
36751_at	RGS11
36752_at	LOC100131510
36753_at	LILRB4
36754_at	ADCYAP1
36755_s_at	IL5RA
36756_at	IL5RA
36757_at	HIST1H3A /// HIST1H3B /// HIST1H3C /// HIST1H3D /// HIST1H3E /// HIST1H3F /// HIST1H3G /// HIST1H3H /// HIST1H3I /// HIST1H3J
36758_at	SLC38A6
36759_at	CHRM3
36760_at	YWHAZ
36761_at	OVOL2
36762_at	GABRG2
36763_at	WNT7A
36764_at	CACNG3
36765_at	SPEF1
36766_at	RNASE2
36767_at	CYP1A1
36768_at	NEUROD1
36769_at	RBBP5
36770_at	STAT2
36771_at	CNR2
36772_at	GNGT1
36773_f_at	HLA-DQB1 /// LOC101060835
36774_f_at	PRB1
36775_f_at	PRB1
36776_at	LAG3
36777_at	KLRC4-KLRK1 /// KLRK1
36778_at	GPR143
36779_at	FABP6
36780_at	CLU
36781_at	SERPINA1
36782_s_at	IGF2 /// INS-IGF2
36783_f_at	ZNF117
36784_at	CSHL1
36785_at	HSPB1
36786_at	RPL10A
36787_at	GATA1
36788_at	GPC5
36789_f_at	LILRB5
36790_at	TPM1
36791_g_at	TPM1
36792_at	TPM1
36793_at	SPICE1
36794_at	ZNF250
36795_at	PSAP
36796_at	LOC101929889 /// SPN
36797_at	
36798_g_at	LOC101929889 /// SPN
36799_at	FZD2
368_at	TPBG
36800_at	OCA2
36801_at	GNRH1
36802_at	CD33
36803_at	DGCR11
36804_at	IDO1
36805_s_at	NTRK1
36806_at	TRPV6
36807_at	FAM155B
36808_at	PTPN22
36809_at	CLC
36810_at	KIAA0485
36811_at	LOXL1
36812_at	BCAR3
36813_at	TRIP13
36814_at	KIAA1109
36815_at	ADD2
36816_s_at	CFTR
36817_at	CFTR
36818_at	VAMP4
36819_at	ATXN3
36820_r_at	ATXN3
36821_at	FAM171A1
36822_at	TAF15
36823_at	RUNDC3A
36824_at	ASTN1
36825_at	TRIM22
36826_at	GTF2F1
36827_at	ACBD3
36828_at	ZNF629
36829_at	MIR6883 /// PER1
36830_at	MIPEP
36831_at	DSTYK
36832_at	B3GNT3
36833_at	GLA
36834_at	MOXD1
36835_at	PKN2
36836_at	NRP1
36837_at	KIF2C
36838_at	KLK10
36839_at	CDC6
36840_at	DNAJC11
36841_at	ACOT8
36842_at	ERC2
36843_at	SIPA1
36844_at	DOCK3
36845_at	MORC3
36846_s_at	LSM7
36847_r_at	LSM7
36848_r_at	LSM7
36849_at	ARHGAP29
36850_at	TUSC3
36851_g_at	TUSC3
36852_at	TUSC3
36853_at	GRIA1
36854_s_at	GRIA1
36855_r_at	GRIA1
36856_at	PLEKHO2
36857_at	RAD1
36858_at	RRS1
36859_at	NME5
36860_at	ZC3H4
36861_at	MXRA5
36862_at	PPP6R1
36863_at	HMMR
36864_at	PEX3
36865_at	ANGEL1
36866_at	ANKRD7
36867_at	NFASC
36868_at	NFASC
36869_at	PAX8
36870_at	VPS8
36871_at	EPB42
36872_at	ARPP19
36873_at	VLDLR
36874_at	CR2
36875_at	IBTK
36876_at	FAH
36877_at	HLA-DQB1
36878_f_at	HLA-DQB1 /// LOC101060835
36879_at	TYMP
36880_at	NQO2
36881_at	ETFB
36882_at	HOXD9
36883_at	KRT13
36884_at	CD163
36885_at	SYK
36886_f_at	KIR2DL1 /// KIR2DL2 /// KIR2DL3 /// KIR2DL4 /// KIR2DL5A /// KIR2DL5B /// KIR2DS5 /// KIR3DL1 /// KIR3DL2 /// KIR3DS1
36887_f_at	KIR2DL1 /// KIR2DL2 /// KIR2DL3 /// KIR2DL4 /// KIR2DL5A /// KIR2DL5B /// KIR2DS5 /// KIR3DL1 /// KIR3DL2 /// KIR3DS1
36888_at	HAUS5
36889_at	FCER1G
36890_at	PPL
36891_at	MCAT
36892_at	ITGA7
36893_at	FDX1
36894_at	CBX7
36895_at	ORC3
36896_s_at	ARNTL
36897_at	MLC1
36898_r_at	PRIM2
36899_at	SATB1
369_s_at	UBE2H
36900_at	STIM1
36901_at	TMF1
36902_at	RHOG
36903_at	TRIM9
36904_at	KIF1A
36905_at	MAP3K7
36906_at	CNR1
36907_at	MVK
36908_at	MRC1
36909_at	WEE1
36910_at	MAP2K4
36911_at	TYRP1
36912_at	CHAF1B
36913_at	SLBP
36914_at	CTSO
36915_at	CTSO
36916_at	ST3GAL4
36917_at	LAMA2
36918_at	GUCY1A3
36919_r_at	FPR1
36920_at	MTM1
36921_at	DYNLT3
36922_at	RRM2
36923_at	FPGS
36924_r_at	SCG2
36925_at	HSPA2
36926_at	MAPK6
36927_at	IFI44L
36928_at	ZNF146
36929_at	LAMB3
36930_at	GNL2
36931_at	TAGLN
36932_at	GTF3C2
36933_at	NDRG1
36934_at	OSER1
36935_at	RASA1
36936_at	TSTA3
36937_s_at	PDLIM1
36938_at	ASAH1
36939_at	GPM6A
36940_at	MYO18A /// TIAF1
36941_at	MLLT11
36942_at	IST1
36943_r_at	PLAGL1
36944_f_at	PLAGL1
36945_at	ERP29
36946_at	DYRK1A
36947_s_at	DYRK1A
36948_at	EID1
36949_at	CSNK1D
36950_at	TMED9
36951_at	MRPL49
36952_at	HADHA
36953_at	SMAD4
36954_at	TATDN2
36955_at	LMAN2
36956_at	SLC20A2
36957_at	ZMYND8
36958_at	ZYX
36959_at	RNPEP
36960_at	PHC2
36961_at	LETMD1
36962_at	COPA
36963_at	PGD
36964_at	MBTPS1
36965_at	ANK3
36966_at	
36967_g_at	ANK3
36968_s_at	EXOSC8
36970_at	GSE1
36971_at	TMEM131
36972_at	TMED2
36973_at	SF3B2
36974_at	PSMF1
36975_at	SARAF
36976_at	CDH11
36977_at	NAPA
36978_at	PSME4
36979_at	SLC2A3
36980_at	PNRC1
36981_at	SRP9
36982_at	USP14
36983_f_at	HP
36984_f_at	HP
36985_at	IDI1
36986_at	LYPLA2
36987_at	LMNB2
36988_at	TNFAIP1
36989_at	DAG1
36990_at	UCHL1
36991_at	SRSF4
36992_at	TXN
36993_at	PDGFRB
36994_at	ATP6V0C
36995_at	AMBP
36996_at	OS9
36997_at	AK1
36998_s_at	ATXN2
36999_at	KDM5A
370_at	STK38
37000_at	MPC2
37001_at	CAPN2
37002_at	BLVRB
37003_at	CD63
37004_at	SFTPB
37005_at	MINOS1-NBL1 /// NBL1
37006_at	IGJ
37007_at	SERINC3
37008_r_at	SERPINA5
37009_at	CAT
37010_at	GTF2A2
37011_at	AIF1
37012_at	CAPZB
37013_at	ACE
37014_at	MX1
37015_at	ALDH1A1
37016_at	ECHS1
37017_at	PLA2G2A
37018_at	HIST1H1C
37019_at	FGB
37020_at	CRP
37021_at	CTSH
37022_at	PRELP
37023_at	LCP1
37024_at	LITAF
37025_at	LITAF
37026_at	KLF6
37027_at	AHNAK
37028_at	PPP1R15A
37029_at	ATP5O
37030_at	FAF2
37031_at	FAM120A
37032_at	LOC101928916 /// NNMT
37033_s_at	GPX1
37034_at	ANP32A
37035_at	LOC101928061 /// SERP1
37036_at	MDN1
37037_at	P4HA1
37038_at	ABCD3
37039_at	HLA-DRA
37040_at	GANAB
37041_at	ATG4B
37042_at	HYAL2
37043_at	ID3
37044_at	MIR7110 /// PDIA5
37045_at	SNX19
37046_at	PSMA5
37047_at	NPC1
37048_at	TOMM34
37049_g_at	TOMM34
37050_r_at	TOMM34
37051_at	KCNN3
37052_at	DGKG
37053_at	ATP2B2
37054_at	BPI /// LOC149684
37055_at	ETV1
37056_at	TEC
37057_s_at	TRAF3
37058_at	UGT2B4
37059_at	GCKR
37060_at	
37061_at	CHIT1
37062_at	GABRA2
37063_r_at	KCNV1
37064_at	LINC00894
37065_f_at	GAGE1 /// GAGE10 /// GAGE12B /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE12J /// GAGE13 /// GAGE2A /// GAGE2C /// GAGE2D /// GAGE2E /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7 /// GAGE8
37066_at	PRTN3
37067_at	FAM155A
37068_at	PLA2G7
37069_at	DGCR5
37070_at	MPZ
37071_at	CNGB1
37072_at	CNGB1
37073_at	EYA1
37074_at	SNTB1
37075_at	SNTB1
37076_at	SLC2A4
37077_at	PKLR
37078_at	CD247
37079_at	NUS1P3
37080_at	LOC102724528 /// PIGC
37081_at	DNAH7
37082_at	ZSCAN12
37083_s_at	ZSCAN12
37084_at	LYZL6
37085_g_at	LYZL6
37086_at	LYZL6
37087_at	AKAP4
37088_at	AURKC
37089_at	ADAM3A
37090_at	ADAM3A
37091_g_at	ADAM3A
37092_at	PCDHA9
37093_at	ENDOU
37094_at	XRCC3
37095_r_at	FPR2
37096_at	ELANE
37097_at	SLC17A1
37098_at	PPOX
37099_at	ALOX5AP
371_at	IRF3
37100_at	FMNL1
37101_at	BRMS1
37102_at	BRMS1
37103_at	BEAN1
37104_at	PPARG
37105_at	CTSG
37106_at	ZNF354A
37107_at	PPM1D
37108_at	CSNK1A1
37109_at	PROZ
37110_at	PFKFB3
37111_g_at	PFKFB3
37112_at	FAM65B
37113_at	TGFBRAP1
37114_at	ZFHX3
37115_at	ZMYND8
37116_at	ZMYND8
37117_at	ARHGAP8 /// PRR5-ARHGAP8
37118_at	RFPL1S
37119_at	VAMP4
37120_at	TKTL1
37121_at	NKG7
37122_at	PLIN1
37123_at	VILL
37124_i_at	CYP3A43 /// CYP3A5
37125_f_at	CYP3A43 /// CYP3A5
37126_at	TRIM21
37127_at	NLRP1
37128_at	SOCS7
37129_at	NPFF
37130_g_at	NPFF
37131_at	KLK8
37132_at	INVS
37133_at	SRPK3
37134_f_at	GRIN1
37135_f_at	GRIN1
37136_at	SH2B2
37137_at	GZMB
37138_at	RAD54L2
37139_at	EDA
37140_s_at	EDA
37141_at	FOXA1
37142_at	GFRA1
37143_s_at	PFAS
37144_at	PIAS4
37145_at	GNLY
37146_at	ATG2A
37147_at	CLEC11A
37148_at	LILRB3
37149_s_at	LTF
37150_at	KLHL20
37151_at	KAZN
37152_at	PPARD
37153_at	NPHP4
37154_at	PCDH17
37155_at	CNTNAP2
37156_at	ETV1
37157_at	CALB2
37158_at	SAMD14
37159_at	AHDC1
37160_at	SPRR1B
37161_at	RSL1D1
37162_at	CCDC6
37163_at	ABTB2
37164_at	RHD
37165_f_at	RHCE /// RHD
37166_at	HAAO
37167_at	ATXN7
37168_at	LAMP3
37169_at	ZNF536
37170_at	BMP2K
37171_at	KIF23
37172_at	CPB2
37173_at	CENPE
37174_at	MRPL19
37175_at	SERPINC1
37176_at	HYAL1
37177_at	CD58
37178_at	SLC25A46
37179_at	NFE2
37180_at	PLCG2
37181_at	MPV17
37182_at	SYP
37183_at	GAD1
37184_at	STX1A
37185_at	SERPINB2
37186_s_at	AOC1
37187_at	CXCL2
37188_at	PCK2
37189_at	PMM1
37190_at	WASF1
37191_at	PHYHIP
37192_at	DMTN
37193_at	MIR3658 /// UCK2
37194_at	GATA2
37195_at	CYP11A1
37196_at	CDH5
37197_s_at	DYNC2LI1
37198_r_at	DYNC2LI1
37199_at	DYNC2LI1
372_f_at	LOC391322
37200_at	FCGR3A
37201_at	ITIH4
37202_at	F2
37203_at	CES1 /// CES1P1 /// LOC100653057 /// LOC100653086
37204_at	ITIH3
37205_at	FBXL7
37206_at	ADH6
37207_at	SERPINA7
37208_at	CO9
37209_g_at	PSPH
37210_at	INA
37211_at	BDH1
37212_at	SP2
37213_at	DNASE1L1
37214_g_at	DNASE1L1
37215_at	PYGL
37216_at	SBNO2
37217_at	HBZ
37218_at	BTG3
37219_at	CXCL9
37220_at	FCGR1A /// FCGR1B /// FCGR1C
37221_at	PRKAR2B
37222_at	GSTT1
37223_at	SGCB
37224_at	COX10
37225_at	KANK1
37226_at	BNIP1
37227_at	APAF1
37228_at	PLK1
37229_at	ATR
37230_at	KLHL21
37231_at	DLGAP5
37232_at	KIAA0586
37233_at	OLR1
37234_at	KNG1
37235_g_at	KNG1
37236_at	KNG1
37237_at	AP3M2
37238_s_at	PKMYT1
37239_r_at	PKMYT1
37240_at	HARS2
37241_at	PNMA2
37242_at	FTO
37243_at	GUCY1B3
37244_at	UCHL3
37245_at	GABPA
37246_at	ACD
37247_at	TCF21
37248_at	CPZ /// GPR78
37249_at	PDE8B
37250_at	GJA9-MYCBP /// MYCBP
37251_s_at	GPM6B
37252_at	SNAPC2
37253_at	PIP5K1B
37254_at	ZNF133
37255_at	NDST2
37256_at	PRUNE
37257_at	PRUNE
37258_at	MSANTD3-TMEFF1 /// TMEFF1
37259_at	SERPINI1
37260_at	ABCC9
37261_g_at	ABCC9
37262_at	ABCC9
37263_at	GGH
37264_at	LOC100506639 /// ZNF131
37265_at	RIMS3
37266_at	ZNF32
37267_at	THOP1
37268_at	VEGFB
37269_at	LZTR1
37270_at	ATP1B2
37271_at	TAF6
37272_at	ITPKB
37273_at	ERBB4
37274_at	BTD
37275_at	GABPB1
37276_at	IQGAP2
37277_at	NAIP
37278_at	TAZ
37279_at	GEM
37280_at	SMAD1
37281_at	PIEZO1
37282_at	MAD2L1
37283_at	MN1
37284_at	SEMA4D
37285_at	ALAS2
37286_at	NRCAM
37287_at	NRCAM
37288_g_at	NRCAM
37289_at	CDH8
37290_at	CDH8
37291_r_at	SNCA
37292_at	MAML1
37293_at	CKAP5
37294_at	BTG1
37295_at	GTF2E2
37296_at	ARL1
37297_at	MAK16
37298_at	GABARAP
37299_at	GYS1
373_at	
37300_at	DYNC1H1
37301_at	PRKCB
37302_at	CENPF
37303_at	PARP4
37304_at	CBX1
37305_at	EZH2
37306_at	CYFIP1
37307_at	GNAI2
37308_at	GPR107
37309_at	RHOA
37310_at	PLAU
37311_at	TALDO1
37312_at	SERTAD2
37313_at	SMN1 /// SMN2
37314_at	EAPP
37315_f_at	EAPP
37316_r_at	EAPP
37317_at	PAFAH1B1
37318_at	ETF1
37319_at	IGFBP3
37320_at	PTDSS1
37321_at	TTC1
37322_s_at	HPGD
37323_r_at	HPGD
37324_at	TFRC
37325_at	FDPS
37326_at	PLP2
37327_at	EGFR
37328_at	PLEK
37329_at	NDUFV1
37330_at	ALDH4A1
37331_g_at	ALDH4A1
